Client,i,Factorial
127.0.0.1:39629,13,6227020800
127.0.0.1:45261,12,479001600
127.0.0.1:40653,11,39916800
127.0.0.1:40141,10,3628800
127.0.0.1:41677,9,362880
127.0.0.1:48333,8,40320
127.0.0.1:4737,7,5040
127.0.0.1:51917,6,720
127.0.0.1:32393,5,120
127.0.0.1:65229,4,24
127.0.0.1:60621,3,6
127.0.0.1:61133,2,2
127.0.0.1:2766,1,1
127.0.0.1:26829,20,2432902008176640000
127.0.0.1:20697,19,121645100408832000
127.0.0.1:35021,18,6402373705728000
127.0.0.1:35533,17,355687428096000
127.0.0.1:29389,16,20922789888000
127.0.0.1:30925,15,1307674368000
127.0.0.1:39629,14,87178291200
127.0.0.1:45261,13,6227020800
127.0.0.1:40653,12,479001600
127.0.0.1:40141,11,39916800
127.0.0.1:41677,10,3628800
127.0.0.1:48333,9,362880
127.0.0.1:4737,8,40320
127.0.0.1:51917,7,5040
127.0.0.1:32393,6,720
127.0.0.1:65229,5,120
127.0.0.1:60621,4,24
127.0.0.1:61133,3,6
127.0.0.1:2766,2,2
127.0.0.1:9422,1,1
127.0.0.1:20697,20,2432902008176640000
127.0.0.1:35021,19,121645100408832000
127.0.0.1:35533,18,6402373705728000
127.0.0.1:29389,17,355687428096000
127.0.0.1:30925,16,20922789888000
127.0.0.1:39629,15,1307674368000
127.0.0.1:45261,14,87178291200
127.0.0.1:40653,13,6227020800
127.0.0.1:40141,12,479001600
127.0.0.1:41677,11,39916800
127.0.0.1:48333,10,3628800
127.0.0.1:4737,9,362880
127.0.0.1:51917,8,40320
127.0.0.1:32393,7,5040
127.0.0.1:65229,6,720
127.0.0.1:60621,5,120
127.0.0.1:61133,4,24
127.0.0.1:2766,3,6
127.0.0.1:9422,2,2
127.0.0.1:6862,1,1
127.0.0.1:35021,20,2432902008176640000
127.0.0.1:35533,19,121645100408832000
127.0.0.1:29389,18,6402373705728000
127.0.0.1:30925,17,355687428096000
127.0.0.1:39629,16,20922789888000
127.0.0.1:45261,15,1307674368000
127.0.0.1:40653,14,87178291200
127.0.0.1:40141,13,6227020800
127.0.0.1:41677,12,479001600
127.0.0.1:48333,11,39916800
127.0.0.1:4737,10,3628800
127.0.0.1:51917,9,362880
127.0.0.1:32393,8,40320
127.0.0.1:65229,7,5040
127.0.0.1:60621,6,720
127.0.0.1:61133,5,120
127.0.0.1:2766,4,24
127.0.0.1:9422,3,6
127.0.0.1:6862,2,2
127.0.0.1:14030,1,1
127.0.0.1:35533,20,2432902008176640000
127.0.0.1:29389,19,121645100408832000
127.0.0.1:30925,18,6402373705728000
127.0.0.1:39629,17,355687428096000
127.0.0.1:45261,16,20922789888000
127.0.0.1:40653,15,1307674368000
127.0.0.1:40141,14,87178291200
127.0.0.1:41677,13,6227020800
127.0.0.1:48333,12,479001600
127.0.0.1:4737,11,39916800
127.0.0.1:51917,10,3628800
127.0.0.1:32393,9,362880
127.0.0.1:65229,8,40320
127.0.0.1:60621,7,5040
127.0.0.1:61133,6,720
127.0.0.1:2766,5,120
127.0.0.1:9422,4,24
127.0.0.1:6862,3,6
127.0.0.1:14030,2,2
127.0.0.1:20174,1,1
127.0.0.1:29389,20,2432902008176640000
127.0.0.1:30925,19,121645100408832000
127.0.0.1:39629,18,6402373705728000
127.0.0.1:45261,17,355687428096000
127.0.0.1:40653,16,20922789888000
127.0.0.1:40141,15,1307674368000
127.0.0.1:41677,14,87178291200
127.0.0.1:48333,13,6227020800
127.0.0.1:4737,12,479001600
127.0.0.1:51917,11,39916800
127.0.0.1:32393,10,3628800
127.0.0.1:65229,9,362880
127.0.0.1:60621,8,40320
127.0.0.1:61133,7,5040
127.0.0.1:2766,6,720
127.0.0.1:9422,5,120
127.0.0.1:6862,4,24
127.0.0.1:14030,3,6
127.0.0.1:20174,2,2
127.0.0.1:15566,1,1
127.0.0.1:30925,20,2432902008176640000
127.0.0.1:39629,19,121645100408832000
127.0.0.1:45261,18,6402373705728000
127.0.0.1:40653,17,355687428096000
127.0.0.1:40141,16,20922789888000
127.0.0.1:41677,15,1307674368000
127.0.0.1:48333,14,87178291200
127.0.0.1:4737,13,6227020800
127.0.0.1:51917,12,479001600
127.0.0.1:32393,11,39916800
127.0.0.1:65229,10,3628800
127.0.0.1:60621,9,362880
127.0.0.1:61133,8,40320
127.0.0.1:2766,7,5040
127.0.0.1:9422,6,720
127.0.0.1:6862,5,120
127.0.0.1:14030,4,24
127.0.0.1:20174,3,6
127.0.0.1:15566,2,2
127.0.0.1:15054,1,1
127.0.0.1:39629,20,2432902008176640000
127.0.0.1:45261,19,121645100408832000
127.0.0.1:40653,18,6402373705728000
127.0.0.1:40141,17,355687428096000
127.0.0.1:41677,16,20922789888000
127.0.0.1:48333,15,1307674368000
127.0.0.1:4737,14,87178291200
127.0.0.1:51917,13,6227020800
127.0.0.1:32393,12,479001600
127.0.0.1:65229,11,39916800
127.0.0.1:60621,10,3628800
127.0.0.1:61133,9,362880
127.0.0.1:2766,8,40320
127.0.0.1:9422,7,5040
127.0.0.1:6862,6,720
127.0.0.1:14030,5,120
127.0.0.1:20174,4,24
127.0.0.1:15566,3,6
127.0.0.1:15054,2,2
127.0.0.1:13518,1,1
127.0.0.1:45261,20,2432902008176640000
127.0.0.1:40653,19,121645100408832000
127.0.0.1:40141,18,6402373705728000
127.0.0.1:41677,17,355687428096000
127.0.0.1:48333,16,20922789888000
127.0.0.1:4737,15,1307674368000
127.0.0.1:51917,14,87178291200
127.0.0.1:32393,13,6227020800
127.0.0.1:65229,12,479001600
127.0.0.1:60621,11,39916800
127.0.0.1:61133,10,3628800
127.0.0.1:2766,9,362880
127.0.0.1:9422,8,40320
127.0.0.1:6862,7,5040
127.0.0.1:14030,6,720
127.0.0.1:20174,5,120
127.0.0.1:15566,4,24
127.0.0.1:15054,3,6
127.0.0.1:13518,2,2
127.0.0.1:26318,1,1
127.0.0.1:40653,20,2432902008176640000
127.0.0.1:40141,19,121645100408832000
127.0.0.1:41677,18,6402373705728000
127.0.0.1:48333,17,355687428096000
127.0.0.1:4737,16,20922789888000
127.0.0.1:51917,15,1307674368000
127.0.0.1:32393,14,87178291200
127.0.0.1:65229,13,6227020800
127.0.0.1:60621,12,479001600
127.0.0.1:61133,11,39916800
127.0.0.1:2766,10,3628800
127.0.0.1:9422,9,362880
127.0.0.1:6862,8,40320
127.0.0.1:14030,7,5040
127.0.0.1:20174,6,720
127.0.0.1:15566,5,120
127.0.0.1:15054,4,24
127.0.0.1:13518,3,6
127.0.0.1:26318,2,2
127.0.0.1:29390,1,1
127.0.0.1:40141,20,2432902008176640000
127.0.0.1:41677,19,121645100408832000
127.0.0.1:48333,18,6402373705728000
127.0.0.1:4737,17,355687428096000
127.0.0.1:51917,16,20922789888000
127.0.0.1:32393,15,1307674368000
127.0.0.1:65229,14,87178291200
127.0.0.1:60621,13,6227020800
127.0.0.1:61133,12,479001600
127.0.0.1:2766,11,39916800
127.0.0.1:9422,10,3628800
127.0.0.1:6862,9,362880
127.0.0.1:14030,8,40320
127.0.0.1:20174,7,5040
127.0.0.1:15566,6,720
127.0.0.1:15054,5,120
127.0.0.1:13518,4,24
127.0.0.1:26318,3,6
127.0.0.1:29390,2,2
127.0.0.1:30414,1,1
127.0.0.1:41677,20,2432902008176640000
127.0.0.1:48333,19,121645100408832000
127.0.0.1:4737,18,6402373705728000
127.0.0.1:51917,17,355687428096000
127.0.0.1:32393,16,20922789888000
127.0.0.1:65229,15,1307674368000
127.0.0.1:60621,14,87178291200
127.0.0.1:61133,13,6227020800
127.0.0.1:2766,12,479001600
127.0.0.1:9422,11,39916800
127.0.0.1:6862,10,3628800
127.0.0.1:14030,9,362880
127.0.0.1:20174,8,40320
127.0.0.1:15566,7,5040
127.0.0.1:15054,6,720
127.0.0.1:13518,5,120
127.0.0.1:26318,4,24
127.0.0.1:29390,3,6
127.0.0.1:30414,2,2
127.0.0.1:30926,1,1
127.0.0.1:48333,20,2432902008176640000
127.0.0.1:4737,19,121645100408832000
127.0.0.1:51917,18,6402373705728000
127.0.0.1:32393,17,355687428096000
127.0.0.1:65229,16,20922789888000
127.0.0.1:60621,15,1307674368000
127.0.0.1:61133,14,87178291200
127.0.0.1:2766,13,6227020800
127.0.0.1:9422,12,479001600
127.0.0.1:6862,11,39916800
127.0.0.1:14030,10,3628800
127.0.0.1:20174,9,362880
127.0.0.1:15566,8,40320
127.0.0.1:15054,7,5040
127.0.0.1:13518,6,720
127.0.0.1:26318,5,120
127.0.0.1:29390,4,24
127.0.0.1:30414,3,6
127.0.0.1:30926,2,2
127.0.0.1:32462,1,1
127.0.0.1:4737,20,2432902008176640000
127.0.0.1:51917,19,121645100408832000
127.0.0.1:32393,18,6402373705728000
127.0.0.1:65229,17,355687428096000
127.0.0.1:60621,16,20922789888000
127.0.0.1:61133,15,1307674368000
127.0.0.1:2766,14,87178291200
127.0.0.1:9422,13,6227020800
127.0.0.1:6862,12,479001600
127.0.0.1:14030,11,39916800
127.0.0.1:20174,10,3628800
127.0.0.1:15566,9,362880
127.0.0.1:15054,8,40320
127.0.0.1:13518,7,5040
127.0.0.1:26318,6,720
127.0.0.1:29390,5,120
127.0.0.1:30414,4,24
127.0.0.1:30926,3,6
127.0.0.1:32462,2,2
127.0.0.1:33486,1,1
127.0.0.1:51917,20,2432902008176640000
127.0.0.1:32393,19,121645100408832000
127.0.0.1:65229,18,6402373705728000
127.0.0.1:60621,17,355687428096000
127.0.0.1:61133,16,20922789888000
127.0.0.1:2766,15,1307674368000
127.0.0.1:9422,14,87178291200
127.0.0.1:6862,13,6227020800
127.0.0.1:14030,12,479001600
127.0.0.1:20174,11,39916800
127.0.0.1:15566,10,3628800
127.0.0.1:15054,9,362880
127.0.0.1:13518,8,40320
127.0.0.1:26318,7,5040
127.0.0.1:29390,6,720
127.0.0.1:30414,5,120
127.0.0.1:30926,4,24
127.0.0.1:32462,3,6
127.0.0.1:33486,2,2
127.0.0.1:32974,1,1
127.0.0.1:32393,20,2432902008176640000
127.0.0.1:65229,19,121645100408832000
127.0.0.1:60621,18,6402373705728000
127.0.0.1:61133,17,355687428096000
127.0.0.1:2766,16,20922789888000
127.0.0.1:9422,15,1307674368000
127.0.0.1:6862,14,87178291200
127.0.0.1:14030,13,6227020800
127.0.0.1:20174,12,479001600
127.0.0.1:15566,11,39916800
127.0.0.1:15054,10,3628800
127.0.0.1:13518,9,362880
127.0.0.1:26318,8,40320
127.0.0.1:29390,7,5040
127.0.0.1:30414,6,720
127.0.0.1:30926,5,120
127.0.0.1:32462,4,24
127.0.0.1:33486,3,6
127.0.0.1:32974,2,2
127.0.0.1:40654,1,1
127.0.0.1:65229,20,2432902008176640000
127.0.0.1:60621,19,121645100408832000
127.0.0.1:61133,18,6402373705728000
127.0.0.1:2766,17,355687428096000
127.0.0.1:9422,16,20922789888000
127.0.0.1:6862,15,1307674368000
127.0.0.1:14030,14,87178291200
127.0.0.1:20174,13,6227020800
127.0.0.1:15566,12,479001600
127.0.0.1:15054,11,39916800
127.0.0.1:13518,10,3628800
127.0.0.1:26318,9,362880
127.0.0.1:29390,8,40320
127.0.0.1:30414,7,5040
127.0.0.1:30926,6,720
127.0.0.1:32462,5,120
127.0.0.1:33486,4,24
127.0.0.1:32974,3,6
127.0.0.1:40654,2,2
127.0.0.1:37582,1,1
127.0.0.1:60621,20,2432902008176640000
127.0.0.1:61133,19,121645100408832000
127.0.0.1:2766,18,6402373705728000
127.0.0.1:9422,17,355687428096000
127.0.0.1:6862,16,20922789888000
127.0.0.1:14030,15,1307674368000
127.0.0.1:20174,14,87178291200
127.0.0.1:15566,13,6227020800
127.0.0.1:15054,12,479001600
127.0.0.1:13518,11,39916800
127.0.0.1:26318,10,3628800
127.0.0.1:29390,9,362880
127.0.0.1:30414,8,40320
127.0.0.1:30926,7,5040
127.0.0.1:32462,6,720
127.0.0.1:33486,5,120
127.0.0.1:32974,4,24
127.0.0.1:40654,3,6
127.0.0.1:37582,2,2
127.0.0.1:25225,1,1
127.0.0.1:61133,20,2432902008176640000
127.0.0.1:2766,19,121645100408832000
127.0.0.1:9422,18,6402373705728000
127.0.0.1:6862,17,355687428096000
127.0.0.1:14030,16,20922789888000
127.0.0.1:20174,15,1307674368000
127.0.0.1:15566,14,87178291200
127.0.0.1:15054,13,6227020800
127.0.0.1:13518,12,479001600
127.0.0.1:26318,11,39916800
127.0.0.1:29390,10,3628800
127.0.0.1:30414,9,362880
127.0.0.1:30926,8,40320
127.0.0.1:32462,7,5040
127.0.0.1:33486,6,720
127.0.0.1:32974,5,120
127.0.0.1:40654,4,24
127.0.0.1:37582,3,6
127.0.0.1:25225,2,2
127.0.0.1:47310,1,1
127.0.0.1:2766,20,2432902008176640000
127.0.0.1:9422,19,121645100408832000
127.0.0.1:6862,18,6402373705728000
127.0.0.1:14030,17,355687428096000
127.0.0.1:20174,16,20922789888000
127.0.0.1:15566,15,1307674368000
127.0.0.1:15054,14,87178291200
127.0.0.1:13518,13,6227020800
127.0.0.1:26318,12,479001600
127.0.0.1:29390,11,39916800
127.0.0.1:30414,10,3628800
127.0.0.1:30926,9,362880
127.0.0.1:32462,8,40320
127.0.0.1:33486,7,5040
127.0.0.1:32974,6,720
127.0.0.1:40654,5,120
127.0.0.1:37582,4,24
127.0.0.1:25225,3,6
127.0.0.1:47310,2,2
127.0.0.1:47822,1,1
127.0.0.1:9422,20,2432902008176640000
127.0.0.1:6862,19,121645100408832000
127.0.0.1:14030,18,6402373705728000
127.0.0.1:20174,17,355687428096000
127.0.0.1:15566,16,20922789888000
127.0.0.1:15054,15,1307674368000
127.0.0.1:13518,14,87178291200
127.0.0.1:26318,13,6227020800
127.0.0.1:29390,12,479001600
127.0.0.1:30414,11,39916800
127.0.0.1:30926,10,3628800
127.0.0.1:32462,9,362880
127.0.0.1:33486,8,40320
127.0.0.1:32974,7,5040
127.0.0.1:40654,6,720
127.0.0.1:37582,5,120
127.0.0.1:25225,4,24
127.0.0.1:47310,3,6
127.0.0.1:47822,2,2
127.0.0.1:50382,1,1
127.0.0.1:6862,20,2432902008176640000
127.0.0.1:14030,19,121645100408832000
127.0.0.1:20174,18,6402373705728000
127.0.0.1:15566,17,355687428096000
127.0.0.1:15054,16,20922789888000
127.0.0.1:13518,15,1307674368000
127.0.0.1:26318,14,87178291200
127.0.0.1:29390,13,6227020800
127.0.0.1:30414,12,479001600
127.0.0.1:30926,11,39916800
127.0.0.1:32462,10,3628800
127.0.0.1:33486,9,362880
127.0.0.1:32974,8,40320
127.0.0.1:40654,7,5040
127.0.0.1:37582,6,720
127.0.0.1:25225,5,120
127.0.0.1:47310,4,24
127.0.0.1:47822,3,6
127.0.0.1:50382,2,2
127.0.0.1:25737,1,1
127.0.0.1:14030,20,2432902008176640000
127.0.0.1:20174,19,121645100408832000
127.0.0.1:15566,18,6402373705728000
127.0.0.1:15054,17,355687428096000
127.0.0.1:13518,16,20922789888000
127.0.0.1:26318,15,1307674368000
127.0.0.1:29390,14,87178291200
127.0.0.1:30414,13,6227020800
127.0.0.1:30926,12,479001600
127.0.0.1:32462,11,39916800
127.0.0.1:33486,10,3628800
127.0.0.1:32974,9,362880
127.0.0.1:40654,8,40320
127.0.0.1:37582,7,5040
127.0.0.1:25225,6,720
127.0.0.1:47310,5,120
127.0.0.1:47822,4,24
127.0.0.1:50382,3,6
127.0.0.1:25737,2,2
127.0.0.1:59598,1,1
127.0.0.1:20174,20,2432902008176640000
127.0.0.1:15566,19,121645100408832000
127.0.0.1:15054,18,6402373705728000
127.0.0.1:13518,17,355687428096000
127.0.0.1:26318,16,20922789888000
127.0.0.1:29390,15,1307674368000
127.0.0.1:30414,14,87178291200
127.0.0.1:30926,13,6227020800
127.0.0.1:32462,12,479001600
127.0.0.1:33486,11,39916800
127.0.0.1:32974,10,3628800
127.0.0.1:40654,9,362880
127.0.0.1:37582,8,40320
127.0.0.1:25225,7,5040
127.0.0.1:47310,6,720
127.0.0.1:47822,5,120
127.0.0.1:50382,4,24
127.0.0.1:25737,3,6
127.0.0.1:59598,2,2
127.0.0.1:59086,1,1
127.0.0.1:15566,20,2432902008176640000
127.0.0.1:15054,19,121645100408832000
127.0.0.1:13518,18,6402373705728000
127.0.0.1:26318,17,355687428096000
127.0.0.1:29390,16,20922789888000
127.0.0.1:30414,15,1307674368000
127.0.0.1:30926,14,87178291200
127.0.0.1:32462,13,6227020800
127.0.0.1:33486,12,479001600
127.0.0.1:32974,11,39916800
127.0.0.1:40654,10,3628800
127.0.0.1:37582,9,362880
127.0.0.1:25225,8,40320
127.0.0.1:47310,7,5040
127.0.0.1:47822,6,720
127.0.0.1:50382,5,120
127.0.0.1:25737,4,24
127.0.0.1:59598,3,6
127.0.0.1:59086,2,2
127.0.0.1:63182,1,1
127.0.0.1:15054,20,2432902008176640000
127.0.0.1:13518,19,121645100408832000
127.0.0.1:26318,18,6402373705728000
127.0.0.1:29390,17,355687428096000
127.0.0.1:30414,16,20922789888000
127.0.0.1:30926,15,1307674368000
127.0.0.1:32462,14,87178291200
127.0.0.1:33486,13,6227020800
127.0.0.1:32974,12,479001600
127.0.0.1:40654,11,39916800
127.0.0.1:37582,10,3628800
127.0.0.1:25225,9,362880
127.0.0.1:47310,8,40320
127.0.0.1:47822,7,5040
127.0.0.1:50382,6,720
127.0.0.1:25737,5,120
127.0.0.1:59598,4,24
127.0.0.1:59086,3,6
127.0.0.1:63182,2,2
127.0.0.1:63694,1,1
127.0.0.1:13518,20,2432902008176640000
127.0.0.1:26318,19,121645100408832000
127.0.0.1:29390,18,6402373705728000
127.0.0.1:30414,17,355687428096000
127.0.0.1:30926,16,20922789888000
127.0.0.1:32462,15,1307674368000
127.0.0.1:33486,14,87178291200
127.0.0.1:32974,13,6227020800
127.0.0.1:40654,12,479001600
127.0.0.1:37582,11,39916800
127.0.0.1:25225,10,3628800
127.0.0.1:47310,9,362880
127.0.0.1:47822,8,40320
127.0.0.1:50382,7,5040
127.0.0.1:25737,6,720
127.0.0.1:59598,5,120
127.0.0.1:59086,4,24
127.0.0.1:63182,3,6
127.0.0.1:63694,2,2
127.0.0.1:2767,1,1
127.0.0.1:26318,20,2432902008176640000
127.0.0.1:29390,19,121645100408832000
127.0.0.1:30414,18,6402373705728000
127.0.0.1:30926,17,355687428096000
127.0.0.1:32462,16,20922789888000
127.0.0.1:33486,15,1307674368000
127.0.0.1:32974,14,87178291200
127.0.0.1:40654,13,6227020800
127.0.0.1:37582,12,479001600
127.0.0.1:25225,11,39916800
127.0.0.1:47310,10,3628800
127.0.0.1:47822,9,362880
127.0.0.1:50382,8,40320
127.0.0.1:25737,7,5040
127.0.0.1:59598,6,720
127.0.0.1:59086,5,120
127.0.0.1:63182,4,24
127.0.0.1:63694,3,6
127.0.0.1:2767,2,2
127.0.0.1:3279,1,1
127.0.0.1:29390,20,2432902008176640000
127.0.0.1:30414,19,121645100408832000
127.0.0.1:30926,18,6402373705728000
127.0.0.1:32462,17,355687428096000
127.0.0.1:33486,16,20922789888000
127.0.0.1:32974,15,1307674368000
127.0.0.1:40654,14,87178291200
127.0.0.1:37582,13,6227020800
127.0.0.1:25225,12,479001600
127.0.0.1:47310,11,39916800
127.0.0.1:47822,10,3628800
127.0.0.1:50382,9,362880
127.0.0.1:25737,8,40320
127.0.0.1:59598,7,5040
127.0.0.1:59086,6,720
127.0.0.1:63182,5,120
127.0.0.1:63694,4,24
127.0.0.1:2767,3,6
127.0.0.1:3279,2,2
127.0.0.1:11983,1,1
127.0.0.1:30414,20,2432902008176640000
127.0.0.1:30926,19,121645100408832000
127.0.0.1:32462,18,6402373705728000
127.0.0.1:33486,17,355687428096000
127.0.0.1:32974,16,20922789888000
127.0.0.1:40654,15,1307674368000
127.0.0.1:37582,14,87178291200
127.0.0.1:25225,13,6227020800
127.0.0.1:47310,12,479001600
127.0.0.1:47822,11,39916800
127.0.0.1:50382,10,3628800
127.0.0.1:25737,9,362880
127.0.0.1:59598,8,40320
127.0.0.1:59086,7,5040
127.0.0.1:63182,6,720
127.0.0.1:63694,5,120
127.0.0.1:2767,4,24
127.0.0.1:3279,3,6
127.0.0.1:11983,2,2
127.0.0.1:8911,1,1
127.0.0.1:30926,20,2432902008176640000
127.0.0.1:32462,19,121645100408832000
127.0.0.1:33486,18,6402373705728000
127.0.0.1:32974,17,355687428096000
127.0.0.1:40654,16,20922789888000
127.0.0.1:37582,15,1307674368000
127.0.0.1:25225,14,87178291200
127.0.0.1:47310,13,6227020800
127.0.0.1:47822,12,479001600
127.0.0.1:50382,11,39916800
127.0.0.1:25737,10,3628800
127.0.0.1:59598,9,362880
127.0.0.1:59086,8,40320
127.0.0.1:63182,7,5040
127.0.0.1:63694,6,720
127.0.0.1:2767,5,120
127.0.0.1:3279,4,24
127.0.0.1:11983,3,6
127.0.0.1:8911,2,2
127.0.0.1:15567,1,1
127.0.0.1:32462,20,2432902008176640000
127.0.0.1:33486,19,121645100408832000
127.0.0.1:32974,18,6402373705728000
127.0.0.1:40654,17,355687428096000
127.0.0.1:37582,16,20922789888000
127.0.0.1:25225,15,1307674368000
127.0.0.1:47310,14,87178291200
127.0.0.1:47822,13,6227020800
127.0.0.1:50382,12,479001600
127.0.0.1:25737,11,39916800
127.0.0.1:59598,10,3628800
127.0.0.1:59086,9,362880
127.0.0.1:63182,8,40320
127.0.0.1:63694,7,5040
127.0.0.1:2767,6,720
127.0.0.1:3279,5,120
127.0.0.1:11983,4,24
127.0.0.1:8911,3,6
127.0.0.1:15567,2,2
127.0.0.1:11471,1,1
127.0.0.1:33486,20,2432902008176640000
127.0.0.1:32974,19,121645100408832000
127.0.0.1:40654,18,6402373705728000
127.0.0.1:37582,17,355687428096000
127.0.0.1:25225,16,20922789888000
127.0.0.1:47310,15,1307674368000
127.0.0.1:47822,14,87178291200
127.0.0.1:50382,13,6227020800
127.0.0.1:25737,12,479001600
127.0.0.1:59598,11,39916800
127.0.0.1:59086,10,3628800
127.0.0.1:63182,9,362880
127.0.0.1:63694,8,40320
127.0.0.1:2767,7,5040
127.0.0.1:3279,6,720
127.0.0.1:11983,5,120
127.0.0.1:8911,4,24
127.0.0.1:15567,3,6
127.0.0.1:11471,2,2
127.0.0.1:17615,1,1
127.0.0.1:32974,20,2432902008176640000
127.0.0.1:40654,19,121645100408832000
127.0.0.1:37582,18,6402373705728000
127.0.0.1:25225,17,355687428096000
127.0.0.1:47310,16,20922789888000
127.0.0.1:47822,15,1307674368000
127.0.0.1:50382,14,87178291200
127.0.0.1:25737,13,6227020800
127.0.0.1:59598,12,479001600
127.0.0.1:59086,11,39916800
127.0.0.1:63182,10,3628800
127.0.0.1:63694,9,362880
127.0.0.1:2767,8,40320
127.0.0.1:3279,7,5040
127.0.0.1:11983,6,720
127.0.0.1:8911,5,120
127.0.0.1:15567,4,24
127.0.0.1:11471,3,6
127.0.0.1:17615,2,2
127.0.0.1:64206,1,1
127.0.0.1:40654,20,2432902008176640000
127.0.0.1:37582,19,121645100408832000
127.0.0.1:25225,18,6402373705728000
127.0.0.1:47310,17,355687428096000
127.0.0.1:47822,16,20922789888000
127.0.0.1:50382,15,1307674368000
127.0.0.1:25737,14,87178291200
127.0.0.1:59598,13,6227020800
127.0.0.1:59086,12,479001600
127.0.0.1:63182,11,39916800
127.0.0.1:63694,10,3628800
127.0.0.1:2767,9,362880
127.0.0.1:3279,8,40320
127.0.0.1:11983,7,5040
127.0.0.1:8911,6,720
127.0.0.1:15567,5,120
127.0.0.1:11471,4,24
127.0.0.1:17615,3,6
127.0.0.1:64206,2,2
127.0.0.1:24271,1,1
127.0.0.1:37582,20,2432902008176640000
127.0.0.1:25225,19,121645100408832000
127.0.0.1:47310,18,6402373705728000
127.0.0.1:47822,17,355687428096000
127.0.0.1:50382,16,20922789888000
127.0.0.1:25737,15,1307674368000
127.0.0.1:59598,14,87178291200
127.0.0.1:59086,13,6227020800
127.0.0.1:63182,12,479001600
127.0.0.1:63694,11,39916800
127.0.0.1:2767,10,3628800
127.0.0.1:3279,9,362880
127.0.0.1:11983,8,40320
127.0.0.1:8911,7,5040
127.0.0.1:15567,6,720
127.0.0.1:11471,5,120
127.0.0.1:17615,4,24
127.0.0.1:64206,3,6
127.0.0.1:24271,2,2
127.0.0.1:27343,1,1
127.0.0.1:25225,20,2432902008176640000
127.0.0.1:47310,19,121645100408832000
127.0.0.1:47822,18,6402373705728000
127.0.0.1:50382,17,355687428096000
127.0.0.1:25737,16,20922789888000
127.0.0.1:59598,15,1307674368000
127.0.0.1:59086,14,87178291200
127.0.0.1:63182,13,6227020800
127.0.0.1:63694,12,479001600
127.0.0.1:2767,11,39916800
127.0.0.1:3279,10,3628800
127.0.0.1:11983,9,362880
127.0.0.1:8911,8,40320
127.0.0.1:15567,7,5040
127.0.0.1:11471,6,720
127.0.0.1:17615,5,120
127.0.0.1:64206,4,24
127.0.0.1:24271,3,6
127.0.0.1:27343,2,2
127.0.0.1:28879,1,1
127.0.0.1:47310,20,2432902008176640000
127.0.0.1:47822,19,121645100408832000
127.0.0.1:50382,18,6402373705728000
127.0.0.1:25737,17,355687428096000
127.0.0.1:59598,16,20922789888000
127.0.0.1:59086,15,1307674368000
127.0.0.1:63182,14,87178291200
127.0.0.1:63694,13,6227020800
127.0.0.1:2767,12,479001600
127.0.0.1:3279,11,39916800
127.0.0.1:11983,10,3628800
127.0.0.1:8911,9,362880
127.0.0.1:15567,8,40320
127.0.0.1:11471,7,5040
127.0.0.1:17615,6,720
127.0.0.1:64206,5,120
127.0.0.1:24271,4,24
127.0.0.1:27343,3,6
127.0.0.1:28879,2,2
127.0.0.1:28367,1,1
127.0.0.1:47822,20,2432902008176640000
127.0.0.1:50382,19,121645100408832000
127.0.0.1:25737,18,6402373705728000
127.0.0.1:59598,17,355687428096000
127.0.0.1:59086,16,20922789888000
127.0.0.1:63182,15,1307674368000
127.0.0.1:63694,14,87178291200
127.0.0.1:2767,13,6227020800
127.0.0.1:3279,12,479001600
127.0.0.1:11983,11,39916800
127.0.0.1:8911,10,3628800
127.0.0.1:15567,9,362880
127.0.0.1:11471,8,40320
127.0.0.1:17615,7,5040
127.0.0.1:64206,6,720
127.0.0.1:24271,5,120
127.0.0.1:27343,4,24
127.0.0.1:28879,3,6
127.0.0.1:28367,2,2
127.0.0.1:29391,1,1
127.0.0.1:50382,20,2432902008176640000
127.0.0.1:25737,19,121645100408832000
127.0.0.1:59598,18,6402373705728000
127.0.0.1:59086,17,355687428096000
127.0.0.1:63182,16,20922789888000
127.0.0.1:63694,15,1307674368000
127.0.0.1:2767,14,87178291200
127.0.0.1:3279,13,6227020800
127.0.0.1:11983,12,479001600
127.0.0.1:8911,11,39916800
127.0.0.1:15567,10,3628800
127.0.0.1:11471,9,362880
127.0.0.1:17615,8,40320
127.0.0.1:64206,7,5040
127.0.0.1:24271,6,720
127.0.0.1:27343,5,120
127.0.0.1:28879,4,24
127.0.0.1:28367,3,6
127.0.0.1:29391,2,2
127.0.0.1:38095,1,1
127.0.0.1:25737,20,2432902008176640000
127.0.0.1:59598,19,121645100408832000
127.0.0.1:59086,18,6402373705728000
127.0.0.1:63182,17,355687428096000
127.0.0.1:63694,16,20922789888000
127.0.0.1:2767,15,1307674368000
127.0.0.1:3279,14,87178291200
127.0.0.1:11983,13,6227020800
127.0.0.1:8911,12,479001600
127.0.0.1:15567,11,39916800
127.0.0.1:11471,10,3628800
127.0.0.1:17615,9,362880
127.0.0.1:64206,8,40320
127.0.0.1:24271,7,5040
127.0.0.1:27343,6,720
127.0.0.1:28879,5,120
127.0.0.1:28367,4,24
127.0.0.1:29391,3,6
127.0.0.1:38095,2,2
127.0.0.1:33999,1,1
127.0.0.1:59598,20,2432902008176640000
127.0.0.1:59086,19,121645100408832000
127.0.0.1:63182,18,6402373705728000
